"","Symbol","Name","Branche"
"1737","KLXE","KLX Energy Services Holdings ",NA
"1738","KMDA","Kamada","Chemie"
"1739","KNDI","Kandi Technologies Group",NA
"1740","KNSA","Kiniksa Pharmaceuticals",NA
"1741","KNSL","Kinsale Capital Group","Finanzen"
"1742","KOD","Kodiak Sciences Inc ",NA
"1743","KOPN","Kopin",NA
"1744","KOR","Corvus Gold",NA
"1745","KOSS","Koss",NA
"1746","KPTI","Karyopharm Therapeutics",NA
"1747","KRBP","Kiromic BioPharma",NA
"1748","KRKR","36Kr Holdings",NA
"1749","KRMA","Global X Conscious Companies ETF",NA
"1750","KRMD","Repro Med Systems",NA
"1751","KRNT","Kornit Digital",NA
"1752","KRNY","Kearny Financial ",NA
"1753","KRON","Kronos Bio",NA
"1754","KROS","Keros Therapeutics",NA
"1755","KRTX","Karuna Therapeutics",NA
"1756","KRUS","Kura Sushi USA",NA
"1757","KRYS","Krystal Biotech",NA
"1758","KSMT","Kismet Acquisition One Corp ",NA
"1759","KSPN","Kaspien Holdings",NA
"1760","KTCC","Key Tronic","Technologie"
"1761","KTOS","Kratos Defense & Security Solutions",NA
"1762","KTOV","Kitov Pharma",NA
"1763","KTRA","Kintara Therapeutics",NA
"1764","KURA","Kura Oncology","Technologie"
"1765","KVHI","KVH Industries",NA
"1766","KXIN","Kaixin Auto Holdings ",NA
"1767","KYMR","Kymera Therapeutics",NA
"1768","KZIA","Kazia Therapeutics Limited ",NA
"1769","KZR","Kezar Life Sciences","Technologie"
"1770","LACQ","Leisure Acquisition","Finanzen"
"1771","LAKE","Lakeland Industries","Sonstige"
"1772","LAMR","Lamar Advertising Company ",NA
"1773","LANC","Lancaster Colony","Konsumgüter"
"1774","LAND","Gladstone Land","Immobilien"
"1775","LARK","Landmark Bancorp","Finanzen"
"1776","LASR","nLIGHT",NA
"1777","LATN","Union AcquisitionII ",NA
"1778","LAUR","Laureate Education",NA
"1779","LAWS","Lawson Products",NA
"1780","LAZY","Lazydays Holdings","Finanzen"
"1781","LBAI","Lakeland Bancorp","Finanzen"
"1782","LBAI","Lakeland Bancorp","Finanzen"
"1783","LBC","Luther Burbank","Finanzen"
"1784","LBRDA","Liberty Broadband",NA
"1785","LBTYA","Liberty Global plc ",NA
"1786","LCA","Landcadia Holdings II",NA
"1787","LCAP","Lionheart AcquisitionII ",NA
"1788","LCNB","LCNB","Finanzen"
"1789","LCUT","Lifetime Brands","Konsumgüter"
"1790","LCYAU","Landcadia Holdings III",NA
"1791","LDEM","iShares ESG MSCI EM Leaders ETF",NA
"1792","LDSF","First Trust Low Duration Strategic Focus ETF",NA
"1793","LE","Lands' End","Konsumgüter"
"1794","LECO","Lincoln Electric Holdings",NA
"1795","LEDS","SemiLEDS",NA
"1796","LEGH","Legacy Housing",NA
"1797","LEGN","Legend Biotech",NA
"1798","LEGR","First Trust Indxx Innovative Transaction & Process ETF",NA
"1799","LESL","Leslie's",NA
"1800","LEVL","Level One Bancorp","Finanzen"
"1801","LFAC","LF Capital Acquistion",NA
"1802","LFTRU","Lefteris Acquisition",NA
"1803","LFUS","Littelfuse",NA
"1804","LFVN","Lifevantage",NA
"1805","LGHL","Lion Group Holding",NA
"1806","LGIH","LGI Homes",NA
"1807","LGND","Ligand Pharmaceuticals Incorporated ",NA
"1808","LHCG","LHC Group ",NA
"1809","LI","Li Auto",NA
"1810","LIFE","aTyr Pharma","Technologie"
"1811","LILA","Liberty Latin America",NA
"1812","LINC","Lincoln Educational Services","Gesundheitswesen"
"1813","LIND","Lindblad Expeditions Holdings ",NA
"1814","LIQT","LiqTech International",NA
"1815","LITE","Lumentum Holdings",NA
"1816","LIVE","Live Ventures Incorporated ",NA
"1817","LIVK","LIV Capital Acquisition",NA
"1818","LIVN","LivaNova PLC ",NA
"1819","LIVX","LiveXLive Media",NA
"1820","LIZI","LIZHI INC. ",NA
"1821","LJPC","La Jolla Pharmaceutical Company ",NA
"1822","LKCO","Luokung Technology Corp ",NA
"1823","LKFN","Lakeland Financial","Finanzen"
"1824","LKQ","LKQ","Fahrzeugindustrie"
"1825","LLIT","Lianluo Smart Limited ",NA
"1826","LLNW","Limelight Networks",NA
"1827","LMAT","LeMaitre Vascular",NA
"1828","LMB","Limbach Holdings",NA
"1829","LMBS","First Trust Low Duration Opportunities ETF",NA
"1830","LMFA","LM Funding America",NA
"1831","LMNL","Liminal BioSciences","Technologie"
"1832","LMNR","Limoneira Co ",NA
"1833","LMNX","Luminex",NA
"1834","LMPX","LMP Automotive Holdings",NA
"1835","LMRK","Landmark Infrastructure Partners LP ",NA
"1836","LMST","Limestone Bancorp",NA
"1837","LNDC","Landec","Chemie"
"1838","LNGR","Global X Longevity Thematic ETF",NA
"1839","LNSR","LENSAR",NA
"1840","LNT","Alliant Energy",NA
"1841","LNTH","Lantheus Holdings","Finanzen"
"1842","LOAC","Longevity Acquisition",NA
"1843","LOAN","Manhattan Bridge Capital Inc ",NA
"1844","LOB","Live Oak Bancshares",NA
"1845","LOCO","El Pollo Loco Holdings","Finanzen"
"1846","LOGC","LogicBio Therapeutics",NA
"1847","LOGI","Logitech International S.A. ",NA
"1848","LOOP","Loop Industries",NA
"1849","LOPE","Grand Canyon Education",NA
"1850","LORL","Loral Space and Communications",NA
"1851","LOVE","The Lovesac Company ",NA
"1852","LPCN","Lipocine","Konsumgüter"
"1853","LPLA","LPL Financial Holdings",NA
"1854","LPRO","Open Lending",NA
"1855","LPSN","LivePerson",NA
"1856","LPTH","LightPath Technologies",NA
"1857","LPTX","Leap Therapeutics","Technologie"
"1858","LQDA","Liquidia Technologies",NA
"1859","LQDT","Liquidity Services",NA
"1860","LRCX","Lam Research",NA
"1861","LRGE","ClearBridge Large Cap Growth ESG ETF",NA
"1862","LRMR","Larimar Therapeutics",NA
"1863","LSAC","LifeSci Acquisition",NA
"1864","LSBK","Lake Shore Bancorp","Finanzen"
"1865","LSBK","Lake Shore Bancorp","Finanzen"
"1866","LSCC","Lattice Semiconductor",NA
"1867","LSTR","Landstar System","Infrakstruktur"
"1868","LTBR","Lightbridge",NA
"1869","LTRN","Lantern Pharma",NA
"1870","LTRPA","Liberty TripAdvisor Holdings",NA
"1871","LTRX","Lantronix","Technologie"
"1872","LULU","lululemon athletica inc. ",NA
"1873","LUMO","Lumos Pharma",NA
"1874","LUNA","Luna Innovations Incorporated ",NA
"1875","LUNG","Pulmonx",NA
"1876","LUXAU","Lux Health Tech Acquisition",NA
"1877","LVHD","Legg Mason Low Volatility High Dividend ETF",NA
"1878","LWAY","Lifeway Foods","Konsumgüter"
"1879","LX","LexinFintech Holdings",NA
"1880","LXEH","Lixiang Education Holding Co.",NA
"1881","LXRX","Lexicon Pharmaceuticals","Technologie"
"1882","LYFT","Lyft",NA
"1883","LYL","Dragon Victory International Limited ",NA
"1884","LYRA","Lyra Therapeutics",NA
"1885","LYTS","LSI Industries",NA
"1886","MAACU","Montes Archimedes Acquisition",NA
"1887","MACK","Merrimack Pharmaceuticals",NA
"1888","MACUU","Mallard Acquisition",NA
"1889","MAGS","Magal Security Systems",NA
"1890","MANH","Manhattan Associates",NA
"1891","MANT","ManTech International",NA
"1892","MAR","Marriott International ",NA
"1893","MARA","Marathon Patent Group",NA
"1894","MARK","Remark Holdings",NA
"1895","MARPS","Marine Petroleum Trust ",NA
"1896","MASI","Masimo",NA
"1897","MAT","Mattel","Konsumgüter"
"1898","MATW","Matthews International",NA
"1899","MAXN","Maxeon Solar Technologies",NA
"1900","MAYS","J. W. Mays",NA
"1901","MBB","iShares MBS ETF",NA
"1902","MBCN","Middlefield Banc","Finanzen"
"1903","MBII","Marrone Bio Innovations","Chemie"
"1904","MBIN","Merchants Bancorp ",NA
"1905","MBIO","Mustang Bio","Technologie"
"1906","MBNKP","Medallion Bank ",NA
"1907","MBOT","Microbot Medical ",NA
"1908","MBRX","Moleculin Biotech",NA
"1909","MBUU","Malibu Boats",NA
"1910","MBWM","Mercantile Bank","Finanzen"
"1911","MCAC","Mountain Crest Acquisition",NA
"1912","MCBC","Macatawa Bank",NA
"1913","MCBS","MetroCity Bankshares","Finanzen"
"1914","MCEF","First Trust Municipal CEF Income Opportunity ETF",NA
"1915","MCEP","Mid",NA
"1916","MCFE","McAfee",NA
"1917","MCFT","MasterCraft Boat Holdings",NA
"1918","MCHI","iShares MSCI China ETF",NA
"1919","MCHP","Microchip Technology Incorporated ",NA
"1920","MCHX","Marchex",NA
"1921","MCMJ","Merida MergerI ",NA
"1922","MCRB","Seres Therapeutics",NA
"1923","MCRI","Monarch Casino & Resort",NA
"1924","MDB","MongoDB",NA
"1925","MDCA","MDC Partners",NA
"1926","MDGL","Madrigal Pharmaceuticals",NA
"1927","MDGS","Medigus",NA
"1928","MDIA","Mediaco Holding",NA
"1929","MDIV","First Trust Multi",NA
"1930","MDJH","MDJM LTD ",NA
"1931","MDLZ","Mondelez International",NA
"1932","MDNA","Medicenna Therapeutics",NA
"1933","MDRR","Medalist Diversified REIT","Immobilien"
"1934","MDRX","Allscripts Healthcare Solutions","Gesundheitswesen"
"1935","MDWD","MediWound",NA
"1936","MDXG","MiMedx Group Inc ",NA
"1937","MEDP","Medpace Holdings","Technologie"
"1938","MEDS","Trxade Group",NA
"1939","MEIP","MEI Pharma",NA
"1940","MELI","MercadoLibre",NA
"1941","MEOH","Methanex","Chemie"
"1942","MERC","Mercer International",NA
"1943","MESA","Mesa Air Group","Infrakstruktur"
"1944","MESO","Mesoblast Limited ",NA
"1945","METC","Ramaco Resources",NA
"1946","METX","Meten EdtechX Education Group","Gesundheitswesen"
"1947","MFH","Mercurity Fintech Holding",NA
"1948","MFIN","Medallion Financial",NA
"1949","MFNC","Mackinac Financial",NA
"1950","MGEE","MGE Energy",NA
"1951","MGEN","Miragen Therapeutics","Gesundheitswesen"
"1952","MGI","Moneygram International",NA
"1953","MGIC","Magic Software Enterprises",NA
"1954","MGLN","Magellan Health","Gesundheitswesen"
"1955","MGNI","Magnite",NA
"1956","MGNX","MacroGenics",NA
"1957","MGPI","MGP Ingredients","Konsumgüter"
"1958","MGRC","McGrath RentCorp ",NA
"1959","MGTA","Magenta Therapeutics","Technologie"
"1960","MGTX","MeiraGTx Holdings plc ",NA
"1961","MGYR","Magyar Bancorp",NA
"1962","MHLD","Maiden Holdings",NA
"1963","MICT","MICT",NA
"1964","MIDD","The Middleby",NA
"1965","MIK","The Michaels Companies","Konsumgüter"
"1966","MILN","Global X Millennials Thematic ETF",NA
"1967","MIME","Mimecast Limited ",NA
"1968","MIND","MIND Technology","Rohstoffe"
"1969","MIRM","Mirum Pharmaceuticals","Technologie"
"1970","MIST","Milestone Pharmaceuticals",NA
"1971","MITK","Mitek Systems","Technologie"
"1972","MITO","Stealth BioTherapeutics",NA
"1973","MKD","Molecular Data",NA
"1974","MKGI","Monaker Group",NA
"1975","MKSI","MKS Instruments",NA
"1976","MKTX","MarketAxess Holdings",NA
"1977","MLAB","Mesa Laboratories",NA
"1978","MLAC","Malacca Straits Acquisition Company Limited ",NA
"1979","MLCO","Melco Resorts & Entertainment Limited ",NA
"1980","MLHR","Herman Miller","Technologie"
"1981","MLND","Millendo Therapeutics ",NA
"1982","MLVF","Malvern Bancorp","Finanzen"
"1983","MMAC","MMA Capital Holdings",NA
"1984","MMLP","Martin Midstream Partners L.P. ",NA
"1985","MMSI","Merit Medical Systems",NA
"1986","MMYT","MakeMyTrip Limited ",NA
"1987","MNCL","Monocle Acquisition",NA
"1988","MNDO","MIND C.T.I.",NA
"1989","MNKD","MannKind",NA
"1990","MNOV","MediciNova",NA
"1991","MNPR","Monopar Therapeutics",NA
"1992","MNRO","Monro ",NA
"1993","MNSB","MainStreet Bancshares","Finanzen"
"1994","MNST","Monster Beverage",NA
"1995","MNTX","Manitex International",NA
"1996","MOBL","MobileIron",NA
"1997","MOFG","MidWestOne Financial Group",NA
"1998","MOGO","Mogo",NA
"1999","MOHO","ECMOHO Limited ",NA
"2000","MOMO","Momo",NA
"2001","MOR","MorphoSys AG ",NA
"2002","MORF","Morphic Holding",NA
"2003","MORN","Morningstar",NA
"2004","MOSY","MoSys",NA
"2005","MOTNU","Motion Acquisition",NA
"2006","MOTS","Motus GI Holdings",NA
"2007","MOXC","Moxian",NA
"2008","MPAA","Motorcar Parts of America","Fahrzeugindustrie"
"2009","MPB","Mid Penn Bancorp ",NA
"2010","MPWR","Monolithic Power Systems",NA
"2011","MRAM","Everspin Technologies",NA
"2012","MRBK","Meridian",NA
"2013","MRCC","Monroe Capital",NA
"2014","MRCY","Mercury Systems Inc ",NA
"2015","MREO","Mereo BioPharma Group plc ",NA
"2016","MRIN","Marin Software Incorporated ",NA
"2017","MRKR","Marker Therapeutics","Technologie"
"2018","MRLN","Marlin Business Services","Finanzen"
"2019","MRNA","Moderna","Technologie"
"2020","MRNS","Marinus Pharmaceuticals",NA
"2021","MRSN","Mersana Therapeutics","Technologie"
"2022","MRTN","Marten Transport","Infrakstruktur"
"2023","MRTX","Mirati Therapeutics",NA
"2024","MRUS","Merus N.V. ",NA
"2025","MRVL","Marvell Technology Group",NA
"2026","MSBI","Midland States Bancorp","Finanzen"
"2027","MSEX","Middlesex Water Company ",NA
"2028","MSFT","Microsoft",NA
"2029","MSON","MISONIX",NA
"2030","MSTR","MicroStrategy Incorporated ",NA
"2031","MTBC","MTBC","Gesundheitswesen"
"2032","MTC","MMTec",NA
"2033","MTCH","Match Group","Technologie"
"2034","MTCR","Metacrine",NA
"2035","MTEM","Molecular Templates",NA
"2036","MTEX","Mannatech Incorporated ",NA
"2037","MTLS","Materialise NV ",NA
"2038","MTP","Midatech Pharma PLC ",NA
"2039","MTRX","Matrix Service Company ",NA
"2040","MTSC","MTS Systems",NA
"2041","MTSI","MACOM Technology Solutions Holdings",NA
"2042","MTSL","MER Telemanagement Solutions","Technologie"
"2043","MU","Micron Technology",NA
"2044","MVBF","MVB Financial","Finanzen"
"2045","MVIS","MicroVision",NA
"2046","MWK","Mohawk Group Holdings",NA
"2047","MXIM","Maxim Integrated Products",NA
"2048","MYFW","First Western Financial","Finanzen"
"2049","MYGN","Myriad Genetics","Technologie"
"2050","MYL","Mylan N.V. ",NA
"2051","MYOK","MyoKardia","Technologie"
"2052","MYOS","MYOS RENS Technology","Konsumgüter"
"2053","MYRG","MYR Group",NA
"2054","MYSZ","My Size","Technologie"
"2055","MYT","Urban Tea",NA
"2056","NAII","Natural Alternatives International","Konsumgüter"
"2057","NAKD","Naked Brand Group Limited ",NA
"2058","NAOV","NanoVibronix",NA
"2059","NARI","Inari Medical",NA
"2060","NATH","Nathan's Famous",NA
"2061","NATI","National Instruments",NA
"2062","NATR","Nature's Sunshine Products","Konsumgüter"
"2063","NBAC","Newborn Acquisition",NA
"2064","NBEV","NewAge",NA
"2065","NBIX","Neurocrine Biosciences","Technologie"
"2066","NBLX","Noble Midstream Partners LP ",NA
"2067","NBN","Northeast Bank ",NA
"2068","NBRV","Nabriva Therapeutics plc ",NA
"2069","NBSE","NeuBase Therapeutics ",NA
"2070","NBTB","NBT Bancorp","Finanzen"
"2071","NCBS","Nicolet Bankshares",NA
"2072","NCMI","National CineMedia",NA
"2073","NCNA","NuCana plc ",NA
"2074","NCNO","nCino",NA
"2075","NCSM","NCS Multistage Holdings",NA
"2076","NCTY","The9 Limited ",NA
"2077","NDAQ","Nasdaq",NA
"2078","NDLS","Noodles & Company ",NA
"2079","NDRA","ENDRA Life Sciences","Gesundheitswesen"
"2080","NDSN","Nordson",NA
"2081","NEO","NeoGenomics",NA
"2082","NEOG","Neogen","Technologie"
"2083","NEON","Neonode","Konsumgüter"
"2084","NEOS","Neos Therapeutics",NA
"2085","NEPH","Nephros","Technologie"
"2086","NEPT","Neptune Wellness Solutions",NA
"2087","NERV","Minerva Neurosciences Inc ",NA
"2088","NESR","National Energy Services Reunited",NA
"2089","NETE","Net Element",NA
"2090","NEWA","Newater Technology",NA
"2091","NEWT","Newtek Business Services","Finanzen"
"2092","NEXT","NextDecade",NA
"2093","NFBK","Northfield Bancorp",NA
"2094","NFE","New Fortress Energy",NA
"2095","NFLX","Netflix",NA
"2096","NFTY","First Trust India Nifty 50 Equal Weight ETF",NA
"2097","NGACU","NextGen Acquisition",NA
"2098","NGHC","National General Holdings Corp ",NA
"2099","NGM","NGM Biopharmaceuticals",NA
"2100","NH","NantHealth","Gesundheitswesen"
"2101","NHIC","NewHold Investment",NA
"2102","NHLD","National Holdings",NA
"2103","NHTC","Natural Health Trends",NA
"2104","NICE","NICE Ltd ",NA
"2105","NICK","Nicholas Financial","Finanzen"
"2106","NIU","Niu Technologies ",NA
"2107","NK","NantKwest","Gesundheitswesen"
"2108","NKLA","Nikola",NA
"2109","NKSH","National Bankshares","Finanzen"
"2110","NKTR","Nektar Therapeutics ",NA
"2111","NKTX","Nkarta",NA
"2112","NLOK","NortonLifeLock",NA
"2113","NLTX","Neoleukin Therapeutics","Technologie"
"2114","NMCI","Navios Maritime Containers L.P. ",NA
"2115","NMFC","New Mountain Finance",NA
"2116","NMIH","NMI Holdings Inc ",NA
"2117","NMMC","North Mountain Merger",NA
"2118","NMRD","Nemaura Medical",NA
"2119","NMRK","Newmark Group",NA
"2120","NMTR","9 Meters Biopharma",NA
"2121","NNBR","NN",NA
"2122","NNDM","Nano Dimension",NA
"2123","NNOX","NANO",NA
"2124","NOACU","Natural Order Acquisition",NA
"2125","NODK","NI Holdings",NA
"2126","NOVN","Novan",NA
"2127","NOVS","Novus Capital",NA
"2128","NOVT","Novanta",NA
"2129","NPA","New Providence Acquisition",NA
"2130","NRBO","NeuroBo Pharmaceuticals",NA
"2131","NRC","National Research",NA
"2132","NRIM","Northrim BanCorp Inc ",NA
"2133","NRIX","Nurix Therapeutics",NA
"2134","NSEC","National Security Group","Finanzen"
"2135","NSIT","Insight Enterprises","Konsumgüter"
"2136","NSSC","NAPCO Security Technologies",NA
"2137","NSTG","NanoString Technologies","Technologie"
"2138","NSYS","Nortech Systems Incorporated ",NA
"2139","NTAP","NetApp","Technologie"
"2140","NTCT","NetScout Systems",NA
"2141","NTEC","Intec Pharma","Gesundheitswesen"
"2142","NTES","NetEase",NA
"2143","NTGR","NETGEAR",NA
"2144","NTIC","Northern Technologies International",NA
"2145","NTLA","Intellia Therapeutics","Technologie"
"2146","NTNX","Nutanix",NA
"2147","NTRA","Natera","Technologie"
"2148","NTRP","Neurotrope",NA
"2149","NTRS","Northern Trust","Finanzen"
"2150","NTUS","Natus Medical Incorporated ",NA
"2151","NTWK","NETSOL Technologies",NA
"2152","NUAN","Nuance Communications",NA
"2153","NURO","NeuroMetrix",NA
"2154","NUVA","NuVasive",NA
"2155","NUZE","NuZee",NA
"2156","NVAX","Novavax","Technologie"
"2157","NVCN","Neovasc",NA
"2158","NVCR","NovoCure Limited ",NA
"2159","NVDA","NVIDIA",NA
"2160","NVEC","NVE",NA
"2161","NVEE","NV5 Global",NA
"2162","NVFY","Nova Lifestyle Inc ",NA
"2163","NVIV","InVivo Therapeutics Holdings","Finanzen"
"2164","NVMI","Nova Measuring Instruments",NA
"2165","NVUS","Novus Therapeutics",NA
"2166","NWBI","Northwest Bancshares","Finanzen"
"2167","NWE","NorthWestern",NA
"2168","NWFL","Norwood Financial",NA
"2169","NWL","Newell Brands","Konsumgüter"
"2170","NWLI","National Western Life Group",NA
"2171","NWPX","Northwest Pipe Company ",NA
"2172","NWS","News",NA
"2173","NXGN","NextGen Healthcare",NA
"2174","NXPI","NXP Semiconductors N.V. ",NA
"2175","NXST","Nexstar Media Group",NA
"2176","NXTC","NextCure","Technologie"
"2177","NXTD","NXT",NA
"2178","NXTG","First Trust Indxx NextG ETF",NA
"2179","NYMT","New York Mortgage Trust","Immobilien"
"2180","NYMX","Nymox Pharmaceutical","Technologie"
"2181","OBAS","Optibase",NA
"2182","OBCI","Ocean Bio",NA
"2183","OBLN","Obalon Therapeutics",NA
"2184","OBNK","Origin Bancorp","Finanzen"
"2185","OBSV","ObsEva SA ",NA
"2186","OCC","Optical Cable",NA
"2187","OCCI","OFS Credit Company",NA
"2188","OCFC","OceanFirst Financial","Finanzen"
"2189","OCGN","Ocugen",NA
"2190","OCSI","Oaktree Strategic Income",NA
"2191","OCSL","Oaktree Specialty Lending",NA
"2192","OCUL","Ocular Therapeutix",NA
"2193","OCUP","Ocuphire Pharma",NA
"2194","ODFL","Old Dominion Freight Line","Infrakstruktur"
"2195","ODP","The ODP",NA
"2196","ODT","Odonate Therapeutics",NA
"2197","OEG","Orbital Energy Group",NA
"2198","OESX","Orion Energy Systems",NA
"2199","OFED","Oconee Federal Financial",NA
"2200","OFIX","Orthofix Medical ",NA
"2201","OFLX","Omega Flex",NA
"2202","OFS","OFS Capital",NA
"2203","OGI","Organigram Holdings",NA
"2204","OIIM","O2Micro International Limited ",NA
"2205","OKTA","Okta",NA
"2206","OLB","The OLB Group",NA
"2207","OLD","The Long",NA
"2208","OLED","Universal Display",NA
"2209","OLLI","Ollie's Bargain Outlet Holdings","Konsumgüter"
"2210","OM","Outset Medical",NA
"2211","OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ",NA
"2212","OMCL","Omnicell",NA
"2213","OMER","Omeros",NA
"2214","OMEX","Odyssey Marine Exploration","Infrakstruktur"
"2215","OMP","Oasis Midstream Partners LP ",NA
"2216","ON","ON Semiconductor",NA
"2217","ONB","Old National Bancorp ",NA
"2218","ONCR","Oncorus",NA
"2219","ONCS","OncoSec Medical Incorporated ",NA
"2220","ONCT","Oncternal Therapeutics ",NA
"2221","ONCY","Oncolytics Biotech","Technologie"
"2222","ONEM","1Life Healthcare","Gesundheitswesen"
"2223","ONEQ","Fidelity Nasdaq Composite Index Tracking Stock",NA
"2224","ONEW","OneWater Marine",NA
"2225","ONTX","Onconova Therapeutics","Gesundheitswesen"
"2226","ONVO","Organovo Holdings",NA
"2227","OPBK","OP Bancorp ",NA
"2228","OPCH","Option Care Health",NA
"2229","OPES","Opes Acquisition",NA
"2230","OPGN","OpGen","Technologie"
"2231","OPHC","OptimumBank Holdings",NA
"2232","OPI","Office Properties Income Trust ",NA
"2233","OPK","Opko Health",NA
"2234","OPNT","Opiant Pharmaceuticals",NA
"2235","OPOF","Old Point Financial","Finanzen"
"2236","OPRA","Opera Limited ",NA
"2237","OPRT","Oportun Financial",NA
"2238","OPRX","OptimizeRx",NA
"2239","OPT","Opthea Limited ",NA
"2240","OPTN","OptiNose",NA
"2241","OPTT","Ocean Power Technologies",NA
"2242","ORBC","ORBCOMM",NA
"2243","ORGO","Organogenesis Holdings ",NA
"2244","ORGS","Orgenesis","Technologie"
"2245","ORIC","Oric Pharmaceuticals",NA
"2246","ORLY","O'Reilly Automotive",NA
"2247","ORMP","Oramed Pharmaceuticals",NA
"2248","ORPH","Orphazyme A/S ",NA
"2249","ORRF","Orrstown Financial Services Inc ",NA
"2250","ORSN","Orisun Acquisition",NA
"2251","ORTX","Orchard Therapeutics plc ",NA
"2252","OSBC","Old Second Bancorp","Finanzen"
"2253","OSIS","OSI Systems",NA
"2254","OSMT","Osmotica Pharmaceuticals plc ",NA
"2255","OSN","Ossen Innovation Co.",NA
"2256","OSPN","OneSpan",NA
"2257","OSS","One Stop Systems","Technologie"
"2258","OSTK","Overstock.com",NA
"2259","OSUR","OraSure Technologies",NA
"2260","OSW","OneSpaWorld Holdings Limited ",NA
"2261","OTEL","Otelco",NA
"2262","OTEX","Open Text",NA
"2263","OTIC","Otonomy",NA
"2264","OTLK","Outlook Therapeutics",NA
"2265","OTRK","Ontrak",NA
"2266","OTTR","Otter Tail",NA
"2267","OVBC","Ohio Valley Banc","Finanzen"
"2268","OVID","Ovid Therapeutics","Technologie"
"2269","OVLY","Oak Valley Bancorp (CA) ",NA
"2270","OXBR","Oxbridge Re Holdings Limited ",NA
"2271","OXFD","Oxford Immunotec Global PLC ",NA
"2272","OXLC","Oxford Lane Capital",NA
"2273","OXSQ","Oxford Square Capital",NA
"2274","OYST","Oyster Point Pharma","Technologie"
"2275","OZK","Bank OZK ",NA
"2276","PAAS","Pan American Silver","Rohstoffe"
"2277","PACB","Pacific Biosciences of California","Technologie"
"2278","PACW","PacWest Bancorp ",NA
"2279","PAE","PAE Incorporated ",NA
"2280","PAHC","Phibro Animal Health",NA
"2281","PAICU","Petra Acquisition",NA
"2282","PAND","Pandion Therapeutics",NA
"2283","PANL","Pangaea Logistics Solutions",NA
"2284","PASG","Passage Bio","Technologie"
"2285","PATI","Patriot Transportation Holding",NA
"2286","PATK","Patrick Industries",NA
"2287","PAVM","PAVmed",NA
"2288","PAYA","Paya Holdings",NA
"2289","PAYS","Paysign",NA
"2290","PAYX","Paychex",NA
"2291","PBCT","People's United Financial",NA
"2292","PBFS","Pioneer Bancorp",NA
"2293","PBHC","Pathfinder Bancorp",NA
"2294","PBIP","Prudential Bancorp","Finanzen"
"2295","PBPB","Potbelly",NA
"2296","PBTS","Powerbridge Technologies Co.",NA
"2297","PBYI","Puma Biotechnology Inc ",NA
"2298","PCAR","PACCAR",NA
"2299","PCB","PCB Bancorp ",NA
"2300","PCH","PotlatchDeltic",NA
"2301","PCOM","Points International","Technologie"
"2302","PCRX","Pacira BioSciences",NA
"2303","PCSA","Processa Pharmaceuticals",NA
"2304","PCSB","PCSB Financial",NA
"2305","PCTI","PCTEL","Technologie"
"2306","PCTY","Paylocity Holding",NA
"2307","PCVX","Vaxcyte",NA
"2308","PCYG","Park City Group",NA
"2309","PCYO","Pure Cycle",NA
"2310","PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K",NA
"2311","PDCE","PDC Energy","Rohstoffe"
"2312","PDCO","Patterson Companies",NA
"2313","PDD","Pinduoduo",NA
"2314","PDEV","Principal International Multi",NA
"2315","PDEX","Pro",NA
"2316","PDFS","PDF Solutions",NA
"2317","PDLB","PDL Community Bancorp ",NA
"2318","PDLI","PDL BioPharma",NA
"2319","PDP","Invesco DWA Momentum ETF",NA
"2320","PDSB","PDS Biotechnology",NA
"2321","PEBK","Peoples Bancorp of North Carolina","Finanzen"
"2322","PEBO","Peoples Bancorp","Finanzen"
"2323","PECK","The Peck Company Holdings",NA
"2324","PEGA","Pegasystems",NA
"2325","PEIX","Pacific Ethanol","Rohstoffe"
"2326","PENN","Penn National Gaming",NA
"2327","PEP","PepsiCo","Konsumgüter"
"2328","PERI","Perion Network Ltd ",NA
"2329","PESI","Perma",NA
"2330","PETQ","PetIQ",NA
"2331","PETS","PetMed Express",NA
"2332","PETZ","TDH Holdings",NA
"2333","PEY","Invesco High Yield Equity Dividend Achievers ETF",NA
"2334","PEZ","Invesco DWA Consumer Cyclicals Momentum ETF",NA
"2335","PFBC","Preferred Bank ",NA
"2336","PFBI","Premier Financial Bancorp","Finanzen"
"2337","PFC","Premier Financial ",NA
"2338","PFF","iShares Preferred and Income Securities ETF",NA
"2339","PFG","Principal Financial Group Inc ",NA
"2340","PFHD","Professional Holding",NA
"2341","PFI","Invesco DWA Financial Momentum ETF",NA
"2342","PFIE","Profire Energy","Konsumgüter"
"2343","PFIN","P & F Industries",NA
"2344","PFIS","Peoples Financial Services ",NA
"2345","PFLT","PennantPark Floating Rate Capital",NA
"2346","PFM","Invesco Dividend Achievers ETF",NA
"2347","PFMT","Performant Financial","Technologie"
"2348","PFPT","Proofpoint",NA
"2349","PFSW","PFSweb",NA
"2350","PGC","Peapack",NA
"2351","PGEN","Precigen","Technologie"
"2352","PGJ","Invesco Golden Dragon China ETF",NA
"2353","PGNY","Progyny","Gesundheitswesen"
"2354","PHAS","PhaseBio Pharmaceuticals",NA
"2355","PHAT","Phathom Pharmaceuticals",NA
"2356","PHCF","Puhui Wealth Investment Management Co. ",NA
"2357","PHIO","Phio Pharmaceuticals",NA
"2358","PHO","Invesco Water Resources ETF",NA
